layer,name,address,city,state,zip,phone,website,mission_description,longitude,latitude
Cultural Resources and Media,Tahoe Safe Alliance,"12257 Business Park Dr, Unit 6",Truckee,CA,96161,530-582-9117,http://tahoesafealliance.org/ ,"Our mission is to end the incidence and trauma of intimate partner and domestic violence, sexual violence, and child abuse in North Lake Tahoe and Truckee.",-120.148599745555,39.3157835324295
Cultural Resources and Media,Tahoe Truckee Community Foundation,11071 Donner Pass Rd,Truckee,CA,96161,530-550-7985,http://www.ttcf.net/ ,"Tahoe Truckee Community Foundation connects people and opportunities, generating resources to build a more caring, creative, and effective community. ",-120.203428133257,39.3260255107503
Cultural Resources and Media,The Book Seller,107 Mill St,Grass Valley,CA,95945,530-272-2131, https://www.thebookseller.biz/ ,"We are a full-service independent bookstore located in historic downtown Grass Valley, the heart of California's Gold Country.",-121.062909604275,39.218853926245
Cultural Resources and Media,The Center for Non Profit Leadership,138 New Mohawk Rd,Nevada City,CA,95945,530-265-5600,https://cnlsierra.org/ ,"The Center for Nonprofit Leadership (CNL) is a resource center for organizations and individuals in Nevada County and the Sierra Nevada region of California. Founded in 2003 as a catalyst to strengthen and sustain local nonprofit organizations, CNL focuses on best practice workshops, executive leadership seminars, on-site coaching and mentoring, and public advocacy.",-121.018301748412,39.2488904788015
Cultural Resources and Media,The Golden Road Radio Hour,578 Sutton Way No 107,Grass Valley,CA,95945,530-270-9169,http://goldenroadradiohour.com/ ,"The Golden Road radio television show explores the intersection of the arts, the environment, culture, health, and technology. We are building a better future through education, community building and positive social change. ",-121.035741650321,39.2334185476091
Cultural Resources and Media,The Open Book,671 Maltman Drive,Grass Valley,CA,95945,530-273-4002,http://theopenbookgv.com/ ,"Tomes Bookstore was founded in Nevada City, California in 1994, then moved to Maltman Drive in Grass Valley in 1997. Under new ownership in 2015, the store’s name was changed to the Open Book, with a new emphasis on events at night, and a new collective model, while honoring the same book and community based ethos during the day.",-121.039895444026,39.2337431249318
Cultural Resources and Media,The Prospector,464 Sutton Way,Grass Valley,CA,95945,,,Covering the arts.,-121.036215788315,39.2325845562527
Cultural Resources and Media,The Union Newspaper,464 Sutton Way,Grass Valley,CA,95945,530-477-4249,www.theunion.com,"The Union is is one of the oldest daily newspapers in California. It was founded in 1864, as the Civil War raged and people in Nevada County were divided. The Union made its stand clear: For The Union, One and Inseparable. Those words have appeared on its front page every day since then.",-121.036215788315,39.2325845562527
Cultural Resources and Media,Town of Truckee,10183 Truckee Airport Rd,Truckee,CA,96161,530-582-2914,https://www.townoftruckee.com/ ,Creating the best future for our community requires the highest level of public service every day. We will accomplish that in partnership with the Town’s citizens and our fellow governmental agencies.  ,-120.147074534661,39.3166019115167
Cultural Resources and Media,Truckee Chamber of Commerce,"10065 Donner Pass Rd, Ste D",Truckee,CA,96161,530-587-8808,www.truckee.com,Our mission is to promote and develop local business and tourism while improving the community's quality of life. ,-120.185771673584,39.3277160026574
Cultural Resources and Media,Truckee Downtown Merchants Association,10065 Donner Pass Rd,Truckee,CA,96161,530-214-0734,https://www.historictruckee.com/ ,"The vision of Truckee Downtown Merchants Association (TDMA) is to create, support and sustain a vibrant and visible downtown through solid membership, community collaboration and unique events; ensuring a vital, art-filled and welcoming authentic Historic Downtown Truckee for residents and visitors alike.  ",-120.185771673584,39.3277160026574
Cultural Resources and Media,Truckee Tahoe Community Television,11725 Donner Pass Rd,Truckee,CA,95959,530-582-1194,http://ttctv.org/ ,"The mission of Truckee Tahoe Community Television is to provide a PEG Access Television Center to the residents of Truckee and North Tahoe, CA at limited cost. ",-120.215639965976,39.3259565883528
Cultural Resources and Media,Word after Word Books,10118 Donner Pass Rd Ste 2,Truckee,CA,96161,530-536-5099,https://www.wordafterwordbooks.com/ ,"Word After Word Books is a welcoming space for the community and visitors to connect around books. The Word After Word Team hosts author events, writing workshops, book clubs, and story times.  ",-120.186329301,39.3276185710817
Cultural Resources and Media,Penn Valley Community Foundation,10592 Spenceville Rd,Penn Valley,CA,95946,530-713-2296,http://pennvalleycf.org,"Dedicated to establishing a Penn Valley Cultural Center, a centrally located facility for all ages and interests. ",-121.177928265506,39.1957775590319
Cultural Resources and Media,KYRR 93.3 FM,15517 Barn Hollow Rd,Nevada City,CA,95959,(530) 470-9063,http://www.angelfire.com/ky3/kyrr93.3/,"KYRR is a licensed non-profit public safety community radio station operated by Yuba River Radio, a community radio club, broadcasting 24/7 programs as diverse as heavy metal, trance, world, classic rock, punk, hip-hop, and pop music with a focus on local artists.",-120.942104362496,39.3160309351795
Cultural Resources and Media,Truckee Tahoe Community Television (TTCTV), 11725 Donner Pass Rd,Truckee,CA,96161,(530) 582-1194,http://ttctv.org,"At Truckee Tahoe Community Television our mission is to foster community awareness and communication through local programming from individuals, groups and agencies. We serve the Truckee, North Tahoe area with interesting and informative programs through Suddenlink Channel 6, Channel 18 and online video streaming. We instruct the general public, and TTUSD students in particular, in the motion picture arts and sciences.",-120.215639965976,39.3259565883528
Fairs and Festivals,,128 East Main St,Grass Valley,CA,95945,530-273-4667,,The 4th of July celebration and parade alternates each year between downtown Grass Valley and downtown Nevada City.,-121.060959264775,39.2194220487596
Fairs and Festivals,4th of July Celebration Fireworks,11228 McCourtney Rd,Grass Valley,CA,95945,521-272-8315,https://grassvalleychamber.com/ ,"Following the parade, there will be a celebration under the pines at the Nevada County Fairgrounds. Live music, entertainment, fireworks, food and refreshments are offered. ",-121.076083600038,39.2065411484909
Fairs and Festivals,Art & Soul,10065 Donner Pass Rd,Truckee,CA,96161,530-214-0734,http://www.historictruckee.com/ ,"Truckee Downtown Merchants Association presents Art & Soul, a Downtown Truckee Artwalk celebrating local artists. Enjoy live art demonstrations and music, while tasting and sipping your way through small bites, craft beer and wine.   ",-120.185776174143,39.3277070026077
Fairs and Festivals,Art Hike,10309 Cromley Sq.,Truckee,CA,96161,530-563-6557,http://www.trailsandvistas.org/trails--vistas-art-hikes.html ,"A 3-mile art hike combining dance, poetry, music, storytelling and environmental art with family, leisure and meditative hikes.",-120.101019376994,39.3552578370832
Fairs and Festivals,Artisans Festival,325 Spring St,Nevada City,CA,95959,530-265-5040,https://minersfoundry.org,An intimate art show and sale featuring the exceptional works of regional artisans.,-121.020170216356,39.2622780825725
Fairs and Festivals,Blue Marble Jubilee,11228 McCourtney Rd,Grass Valley,CA,95945,530-273-8723,https://bluemarblejubilee.org/ ,A fundraiser for Grass Valley Charter School,-121.076083600038,39.2065411484909
Fairs and Festivals,California WorldFest,11228 McCourtney Rd,Grass Valley,CA,95945,(530-274-8384 ext. 21,https://worldfest.net/ ,"The popular music and arts festival is presented by The Center for the Arts, a 501 (c)(3) nonprofit organization based out of Grass Valley.  With seven stages of music, more than 50 artists from around the world, and a full workshop and educational schedule, WorldFest has set itself apart from other music festivals throughout the region.",-121.076083600038,39.2065411484909
Fairs and Festivals,Celtic Festival,11228 McCourtney Rd,Grass Valley,CA,95945,530-265-9073,https://kvmrcelticfestival.org/ ,"First founded in 1996, the KVMR Celtic Festival includes eleven performance areas including five musical and six demonstration stages and a weekend long youth arts instruction that has included Celtic music, magic, dance and songwriting.",-121.076083600038,39.2065411484909
Fairs and Festivals,Chinese New Year Festival & Parade,214 Main St,Nevada City,CA,95959,530-265-5468,http://catsweb.org,The Festival and Parade honors the early Chinese pioneers of the Sierra. ,-121.017291067361,39.2631862728078
Fairs and Festivals,Constitution Day Parade,317 West Broad St,Nevada City ,CA,95959,530-265-2692,https://www.nevadacitychamber.com/nevada-city-events/constitution-day-parade/ ,"Nevada City’s Constitution Day Parade, a local tradition since 1967, is reported to be the oldest and largest Constitution observance in western America.   The parade through the downtown historic district includes marching bands, floats, antique autos, equestrians, politicians and the perennial crowd favorites the Famous Marching Presidents of Nevada City.",-121.019477290081,39.2627829727978
